sample_idx,os_mm,ro_mm,os_pm,ro_pm
568,0.406298,0.050459,0.386704,0.252218
569,0.402783,0.018085,0.614432,0.296507
570,0.573153,0.009254,0.646745,0.228797
571,0.539020,0.002032,0.743283,0.100427
572,0.674766,0.018218,nan,nan
573,0.405040,0.008155,0.613285,0.315899
574,0.720773,0.012654,0.076453,0.927382
575,0.505623,0.007066,0.588981,0.351894
576,0.679079,0.005735,nan,nan
577,0.722679,0.005119,nan,nan
578,0.615660,0.007345,nan,nan
579,0.468407,0.009755,0.628769,0.388291
580,0.678652,0.013126,nan,nan
581,0.750290,0.010633,0.057793,1.238981
582,0.592969,0.009276,0.678589,0.179525
583,0.591215,0.003603,0.655171,0.152406
584,0.337560,0.034613,nan,nan
585,0.244284,0.027166,nan,nan
586,0.169639,0.044008,nan,nan
587,0.822712,0.010788,0.179361,0.978767
588,0.822856,0.010748,0.333637,0.676537
589,0.780312,0.008143,0.170875,0.714701
590,0.784278,0.010498,0.347863,0.548079
591,0.671042,0.007354,0.674180,0.331192
592,0.615884,0.006577,0.704488,0.350246
593,0.789006,0.011310,0.734376,0.356766
594,0.739911,0.024042,0.739018,0.407945
595,0.667273,0.004581,0.380372,0.710118
596,0.666573,0.004844,0.408887,0.647340
597,0.797930,0.013450,0.623130,0.256344
598,0.808842,0.015292,0.615513,0.259104
599,0.613575,0.018570,0.659888,0.121025
600,0.592077,0.023109,0.647285,0.172346
601,0.746082,0.014723,0.770439,0.079657
602,0.819193,0.012771,0.384036,0.718556
603,0.803923,0.013517,0.408196,0.637812
604,0.808752,0.011443,0.356199,0.624769
605,0.654431,0.006557,0.387690,0.483840
606,0.708431,0.010446,0.354390,0.698629
607,0.815711,0.019641,0.304971,0.607611
608,0.760392,0.023209,0.377706,0.415291
609,0.526309,0.012426,0.808088,0.079370
610,0.501153,0.015224,0.783399,0.081869
611,0.297039,0.010264,0.713088,0.623571
612,0.385594,0.008717,0.745860,0.217423
613,0.672908,0.011644,0.213146,0.888028
614,0.679667,0.006566,0.514880,0.718602
615,0.343471,0.013320,0.623251,0.557232
616,0.408681,0.015105,0.623078,0.531657
617,0.754194,0.015625,0.658237,0.226387
618,0.648031,0.010397,0.678259,0.248231
619,0.544978,0.003715,0.662823,0.188826
620,0.568295,0.005530,0.647952,0.203281
621,0.507309,0.021008,0.598354,0.485343
622,0.494647,0.016371,0.601825,0.482085
623,0.694012,0.008723,0.792067,0.135982
624,0.660816,0.012317,0.812550,0.171044
625,0.637692,0.005784,0.325519,0.803273
626,0.639251,0.006350,0.326143,0.773822
627,0.602222,0.004985,0.654088,0.517389
628,0.669650,0.007674,0.544059,0.472634
629,0.768924,0.021102,0.444587,0.717150
630,0.768854,0.013396,0.397791,0.739724
631,0.660036,0.005262,0.345533,0.728855
